Timestamp,Total CPU
2025-11-04 15:29:32,0.8
2025-11-04 15:29:35,2.1
2025-11-04 15:29:37,4.8
2025-11-04 15:29:40,4.8
2025-11-04 15:29:42,0.3
2025-11-04 15:29:45,0.2
2025-11-04 15:29:47,2.0
2025-11-04 15:29:50,0.3
2025-11-04 15:29:52,6.0
